视频id,标题,描述,最新弹幕数量,金币数量,不喜欢,收藏,最高排名,点赞数,目前排名,回复数,分享数,观看数,弹幕内容
av87501006,【糖小V】医生姐姐教你正确的洗手|预防新型冠状病毒肺炎|七步洗手法|洗手液推荐|,大家好！！这是我第一次以医生的身份出现在大家面前;;;(这个视频录了好久才发……一直很不好意思【捂脸】);;;在临床上洗手是对疾病预防及自我保护很关键的一步;;;相信七步洗手法是几乎所有医学相关专业的朋友们很熟记的了;;;小V希望更多的人意识到勤洗手的重要性;;;以及如何做到更有效的清洁我们的双手~~;;;;;;永远铭记李文亮医生，您就是我们的超级英雄！,246,518,0,449,0,1603,0,178,59,22626,致敬---哪个科室的临床大夫？---内外夹弓大力腕内外夹弓大力腕---ｏｈｏｈｏｈｏｈｏｈｏｈｏｈｏｈｏｈｏｈｏｈｏｈｏｈｏｈｏｈ！！！！！---第一名---？？！？？---为什么我没有遇到过这种小姐姐医生？---冲一下就完事了---？？？？？？？？？？？？---？？？---
av85424736,【简单了解资本论】面对新冠状病毒肺炎宅在家里不如学习下资本论，001财富的概念,简单理解《资本论》001财富的构成。,50,251,0,975,0,1024,0,82,55,33801,还是原来的味道！---会继续支持你的---喜欢喜欢---终于来了等了好久---一定要持续更新---比如房产证---国际歌---说的什么啊  没头没尾---上来解释几个词，就结束了，太草率了---上来解释这几个词就结束了，这太草率了---
av86748059,【vlog】在老家躲了一阵子冠状病毒 回城市发现一切大变样。。,记得关注摸摸大记得点赞摸摸大记得三连摸摸大;;;;;;别忘了点赞还有转发给你的小伙伴！;;;;;;QQ：3378325563;;;QQ群：754757212,1182,800,0,251,0,2748,0,190,21,21354,你还会回来的。---自热火锅，强推---哈，我就知道---自制火锅---是摆拍了---你食言了，过去了两秒---你倒是多出视频a---危险分子哈哈哈哈---3333333---火锅了---
av84831758,面对冠状病毒，郝给力竟然不卖手表，改卖口罩了？！,本视频对郝给力先生没有任何的人身攻击，对于被锤这件事我保持中立的态度，只供娱乐，这只是剪辑，对郝给力先生没有任何恶意，大家看看就好了，最后祝大家新年快乐！,22,93,0,86,0,981,0,159,18,46542,nb---剪辑的---恭喜恭喜---ohhhhhhhh---呵呵---千里送人头---看简介！！！---剪辑的老哥，要不要这样搞---666---实力剪辑哈哈哈哈哈哈哈---
av87982723,利用冠状病毒赚钱的韩国Up主的后果,最近真的很悲伤的，;;;我本来打算的未来和现实的未来可能很不一样，;;;但是我在哪里都会永远支持你们，;;;我在哪里做什么也都想你们希望所有的情况快点好。,85,236,0,46,0,602,0,90,2,28751,大部分都还是理性的---好可怕---哗众取宠的人在哪都是垃圾---这不是故意造成恐慌吗---好的！懂得你的意思---收到了你想表达的心意，谢谢你这么认真---你说得对---谢谢---中毒色---我好像有点没听懂 ---
av84553443,美国确诊首例新型冠状病毒病例！,美国疾病预防控制中心证实，华盛顿州的一名男子被确诊感染新型冠状病毒。这是美国确诊的首例新型肺炎病例。这名男子是华盛顿州居民，他从中国武汉周边地区旅行回来后出现了症状。,38,4,0,76,0,603,0,194,115,49688,好兄弟---唉。。。。。。---秀翻---天啊，要重视啊---都传美国去了???---有点背啊---怎么感觉他们毫不重视---有用吗？？？---自食恶果---惨啊..---
av87893357,新型冠状病毒波及哥伦比亚，影响当地中国人,三位中国人被隔离观察；中国地方政府派专机来哥伦比亚运送近两千万个口罩去中国，哥伦比亚一罩难求；采访多位当地人，听他们讲对新冠病毒和中国人的看法；中国加油！武汉加油！,184,532,0,108,0,1667,0,208,33,22742,感恩---加油---谢谢---好久不见---中文说的真6---这很正常---全世界的口罩都被买走了---加油---谢谢你们---姐姐，终于更新了---
av87741190,假如新型冠状病毒入侵了MC世界,感谢大家的收看与支持;;;本期视频的收入将全部捐赠;;;武汉加油！中国加油！,235,483,0,500,0,1625,0,128,23,21602,大片---背景瞩目---？---日式英语可海星---那你还瞎跑---秃如其来---23333---难道这就是minecraft 爷i了---要 素 察 觉---危---
av85968162,用Minecraft的方式模拟人体对抗新型冠状病毒的过程,疫情严峻，大家注意保护好自己，不要给家人还有国家添乱。,266,170,0,383,0,3088,0,84,20,34751,Ohhhhhhhhhhh---OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH---场面一度胡乱---动作好鬼畜---在现场，我是左下角飞起来的僵尸---啊，我死了---肾杯6----可以看到，医者大部分在前线奔斗---僵尸从背后偷袭---ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh---
av96788808,【新型冠状病毒科普知识】办公场所预防临时指南,-,0,0,0,6,0,202,0,0,4,307,
av86852740,新冠状病毒无特效药？生物学博士说出了一个振奋人心的消息,新冠状病毒无特效药？生物学博士说出了一个振奋人心的消息,66,16,0,76,0,347,0,127,28,36037,说的可真简单，---那为什么现在还有大多数人住在医院里？每天都有近千人感染，还有因此去世的？---看发量是强者（滑稽）---吹牛逼谁都会---看发量可还行---别吹牛，先研究出来---这是人命啊，没时间给你们科学家实验啊---就是---封面看成徐峥的举手---这个发量好有安全感---
av92025619,面对韩国新冠状病毒的爆发，韩国总统发怒了,新人新做，求个三连+关注~~;;;实在不行，点个赞帮忙推广也好呀！,21,21,0,10,0,150,0,29,15,16562,我们仨---斯大林又开饭了---打破0弹幕---神之颤抖---斯大林:我不吃，怕得病---哈利路亚---封印将解除---万能地图---哈利路亚---哪里可以举报？---
av85134532,听说全世界都在抗击冠状病毒？在英国被隔离是什么体验。。。新年快乐呀,等我出来，又是一条好汉????因为NHS不允许拍摄，So后半段隔离片段都是偷拍的????,87,146,0,231,0,706,0,92,137,41134,我来啦---今天也是小迷妹---交出封面---我的妈啊 这是怎么了---Up气色看起来好差---红红火火恍恍惚惚---哦喲！！！！---终于等到了---每天一遍---真的好棒！！！---
av84414501,新型冠状病毒来袭，口罩如何正确佩戴？N95，医用护理口罩，棉质口罩…到底戴哪个，才对预防传染病毒有效？不要慌，看完这个视频就知道了！,时间紧任务重，大家认准医用护理口罩去买就行，N95口罩买的时候一定要注意资质！;;;外科医用口罩和咱们用的医用护理口罩是一个原理都是3层，只是咱们买不到！;;;就用医用护理口罩，就行！姐妹们平平安安回家，快快乐乐过年。,44,165,0,312,0,748,0,200,457,43979,我的妈！---柒哥居然剪短头了！---我爱了---医用护理和医用外科不一样---你拿的是护理口罩......---你拿的是护理口罩---M95好吧---在教小学生吗？---姐，那个是医用护理口罩。是无效的---大姐。。买成护理口罩就算了，你这个9501型口罩只是防雾霾，不能防病毒---
av87492717,【竹老板】0号病人的身份确认？疑似穿山甲走私商，病毒变异传播途径确认！穿山甲被证实为蝙蝠携带的武汉冠状病毒的中间宿主：穿山甲君，你和蝙蝠之间发生了什么？,非专业新闻类日常扯蛋节目;;;科技政治生态观察者，业余二次元;;;知行合一敢说真话，不恰烂饭;;;电报群：https://t.me/boss_bamboo_118;;;同时也欢迎其他听众关注Twitter等其他账号（其实我是搞笑博主来的）;;;Twitter：https://twitter.com/boss_bamboo_118,159,187,0,124,0,878,0,303,113,28376,hhhhh. Xs---生殖隔离？---上次新闻里面那个卖穿山甲的死掉了---好逗啊---生殖隔离---被大猩猩QJ还有可能---大家好---？---p4---？？？这有一点猎奇---
av92967821,不论猫狗会不会传染新型冠状病毒，就算真的有危险，你会抛弃它们吗,这是一期闲聊视频，不论猫狗会不会传染新型冠状病毒，就算真的有危险，你会抛弃它们吗？;;;保护好自己和家人，希望疫情尽快结束,198,377,0,72,0,1038,0,88,12,5863,可爱---熬夜党的胜利---珠珠好善良---远处盒子里的茶茶---别哭啊珠珠---没错！---凡事量力而行就好---茶茶又在箱子里睡着了---茶茶睡得真好啊---茶叶。---
av86560683,自从冠状病毒导致学校开了网课后....,我的妈呀？？？,14,21,0,32,0,133,0,35,3,37096,同款台灯---两万的播放一个弹幕？---同款台灯---保护---同款台灯路过---up辛苦了---真实---三万播放五个弹幕?---前面的别走求台灯链接---我学不了这么长时间...哭---
av85069749,中国人民 VS 冠状病毒,全国上下同心协力共渡难关不求赞只祝愿一线工作者平安,232,936,0,667,0,1551,0,301,591,22541,火钳刘明---你们不要过来呀！---武汉加油！---江西加油，湖北加油，武汉加油---安徽人民不服---武汉并不是孤军奋战！辽宁请求再援助200吨大白萝卜！营养得跟上！---赞---妙啊---哈哈哈哈---台湾出来挨打---
av88880642,冠状病毒也不能阻止我热爱学习！  诺多新闻（十一）,白衣天使前线抗灾，祖国园丁教学在线。,46,556,0,578,0,788,0,49,718,13973,直播的和被直播的总得疯一个---像极了听数学课的我---强行听懂---疫情早晚会过去，武汉加油！！---真实写照，深得我心---此时此刻我在学习---学习使我快乐---666，666---给老师扣666---我是小王啊---
av85994899,速报！日本今天首次把冠状病毒用细胞分离出来，马上会开发治愈的药物和疫苗。期待！！！中国加油！武汉加油！（很多人在发，我转发一下。）,朋友圈分享;;;大家要有信心，疾病可以战胜！武汉加油！,1,1,0,23,0,111,0,147,7,38320,做梦吧。起码一年。---
av85185498,微生物学博士解读冠状病毒2019-nCoV文献-石正丽和高福的文章,欢迎交流讨论。不过平时要做实验和写文章，不一定能及时看到。希望，疫情早日平复，祝永远健康。,282,631,0,547,0,700,0,352,459,26441,非常感谢up---有说接触传播？！---感谢up，我再看一遍---感谢老铁---战术打嗝---感谢up---我也觉得---吃下去---葛～---没字幕，声音也小了点---
av84386452,国家卫健委发布1号公告：新型冠状病毒肺炎采取甲类传染病防控,国家卫健委发布1号公告：将新型冠状病毒感染的肺炎纳入《中华人民共和国传染病防治法》规定的乙类传染病，并采取甲类传染病的预防、控制措施。将新型冠状病毒感染的肺炎纳入《中华人民共和国国境卫生检疫法》规定的检疫传染病管理。,2,23,0,78,0,1217,0,113,106,46535,可怕---大难面前放显政府的重要---
av86379318,日本口罩4万多个寄回国后被狂骂？专访冠状病毒疫情下海外华人,冠状病毒肺炎疫情下日本口罩都脱销和限购，物流停滞海外华人购入4万多个口罩寄回国后被狂骂发国难财？消毒水无法寄回国，物流停滞，访问了一名购入大量口罩回国的海外华人，我们一起来了解下日本的现状吧。祖国加油，愿疫情能早日得到控制！,68,98,0,58,0,531,0,114,7,34066,因为真正的个人买不到口罩，都被你们大量买了---加油，挺你，以严重地方为主---N95的判定标准和bvp（fe）的不一样，n95虽然%95但是还是比这个三相%99的好---最好不要做这种事，中国自己能生产---加油！---在日本---你这种标题我真的不喜欢哗众取宠。---就是交个朋友---求生欲好强---你这句话就很有问题---
av86735868,【besiege】建议改成：新型冠状病毒vs物理游戏,这是up史上制作流程最长的一期视频啦，花了我20多个小时呢，视频全程精彩，希望你们能看到最后哦qwq;;;还有就是：;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;武汉加油中国加油;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;寒假作业写完了吗qwq,295,210,0,308,0,1247,0,90,24,28856,前排提示，后面有处刑剪辑---应该用100%的---危---危---？？？？？？---你咳嗽了，隔离了吗（狗头保命）---免疫系统被锤的稀巴烂---草---真的好硬核---再阳光下暴晒一会就会死亡，符合逻辑---
av85116066,冠状病毒来源确认，又是野生动物！野生动物到底有多危险？哪些病是从野生动物身上来带的？,更多精彩：;;;最后一个苏联人av79504604;;;奇葩动物叫声！av78869986;;;雪山SOS事件av76386129;;;不起眼的小国av77430692;;;马赛克迷彩服av75408796;;;考古挖出的穿越物件av71528181;;;牛顿苹果树现状Av70760585;;;英国女王10个冷知识av71981205,45,83,0,157,0,998,0,131,91,40149,哎。。。。人类---是谁第一个日了猩猩---来了---并不是第一个病人吧---艾滋病---应该是杀黑猩猩血液感染的---他不是第一个，他只是最配合的一个人。---？？？---果子狸7777---天上的是外星人吗？---
